customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00179,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,97.31,5096.79,No
C00180,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,78.12,3345.43,No
C00181,Female,0,No,Yes,15,Yes,,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.11,849.75,Yes
C00182,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,91.14,5682.85,No
C00183,Male,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,131.67,No
C00184,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.74,220.33,Yes
C00185,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,92.83,6068.37,No
C00186,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.15, ,No
C00187,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),92.16,3920.01,No
C00188,Female,0,No,No,47,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,62.61,3054.65,No
C00189,Male,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.2,640.45,No
C00190,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),52.35,986.76,No
C00191,Male,0,No,No,61,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,38.51,2100.52,No
C00192,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.96,1844.4,No
C00193,Female,0,No,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.1,4815.96,No
C00194,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,57.53,150.04,Yes
C00195,Male,1,No,No,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.65,4654.54,Yes
C00196,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),87.29,880.26,No
C00197,Female,1,Yes,No,23,Yes,,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,75.28,1720.27,No
C00198,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.27, ,Yes
C00199,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.75, ,Yes
C00200,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.72,853.88,No
C00201,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.7,86.09,Yes
C00202,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.96,93.82,No
C00203,Male,1,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.7,4636.85,Yes
C00204,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.76,360.86,Yes
C00205,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),90.17,3470.04,No
C00206,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.25,3665.23,Yes
C00207,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,77.11,5365.94,No
C00208,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.84, ,Yes
C00209,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.98,86.97,Yes
C00210,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.9,361.9,Yes
C00211,Female,0,No,No,27,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,43.94,1234.19,No
C00212,Male,0,Yes,Yes,5,Yes,No,Fiber optic,,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.81,411.06,Yes
C00213,Female,0,Yes,Yes,42,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),56.0,2132.26,No
C00214,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,74.05,4156.31,No
C00215,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.81,516.9,Yes
C00216,Male,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,80.94,3125.6,No
C00217,Male,0,No,No,9,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.02,274.31,No
C00218,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.4,193.07,Yes
C00219,Male,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.78,556.27,No
C00220,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,79.77,623.54,No
C00221,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.17,1581.91,No
C00222,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,87.18,365.36,No
C00223,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.32, ,No
C00224,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.96,19.28,Yes
C00225,Female,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,61.81,568.54,Yes
C00226,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),71.22,1168.53,Yes
C00227,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),72.04,4541.8,No
C00228,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.71,2608.97,No
C00229,Male,1,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.28,3302.52,No
C00230,Male,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.09,263.37,Yes
C00231,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),65.59, ,No
C00232,Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,60.89, ,Yes
C00233,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.76,2159.06,No
C00234,Female,0,Yes,No,71,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,56.94,4230.92,No
C00235,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.09, ,No
C00236,Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,70.83,616.18,Yes
C00237,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.57,1611.22,No
C00238,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.7,502.23,No
C00239,Male,1,Yes,No,34,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),58.43,1775.92,No
C00240,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.54,1475.11,No
C00241,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,67.75, ,No
C00242,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.47,42.36,No
C00243,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.66,1095.78,No
C00244,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.72,163.76,Yes
C00245,Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.08,1831.93,No
C00246,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.48,72.47,No
C00247,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.32,295.41,Yes
C00248,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.22,1399.43,Yes
C00249,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,62.19,478.56,No
C00250,Female,0,No,No,62,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,29.84,1773.8,No
C00251,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,108.33,4609.48,No
C00252,Male,1,No,No,47,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,53.38,2226.86,No
C00253,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,71.1,2248.65,No
C00254,Male,0,No,No,58,Yes,,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),73.76,4442.3,No
C00255,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.3,221.87,No
C00256,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.66,2161.49,No
C00257,Male,1,No,No,36,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),61.63,1891.1,Yes
C00258,Male,0,Yes,Yes,46,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.29,2986.27,No
C00259,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.01,833.16,Yes
C00260,Male,1,No,No,9,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.23,484.91,Yes
C00261,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),85.93,337.47,No
C00262,Male,0,Yes,Yes,26,Yes,,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),57.8,1562.22,Yes
C00263,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.78,427.69,No
C00264,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,88.96,168.06,No
C00265,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.54,1750.79,No
C00266,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.42,166.46,Yes
C00267,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.99,4777.88,No
C00268,Male,1,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,117.32,No
C00269,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.38,1560.31,No
C00270,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,90.5,1182.58,No
C00271,Male,1,No,No,18,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.73,1258.48,No
C00272,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.96,3097.93,No
C00273,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,107.55,4941.57,No
C00274,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.12,152.76,No
C00275,Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,70.23,2656.94,No
C00276,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.47,654.66,Yes
C00277,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,68.26,4640.37,No
C00278,Female,0,No,No,39,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),68.31,2749.47,No
C00279,Female,0,Yes,No,54,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,3600.67,No
C00280,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,91.42,4502.9,No
C00281,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.34,3963.34,No
C00282,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,82.63,802.81,No
C00283,Male,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,396.86,No
C00284,Female,1,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,73.75,2787.45,No
C00285,Male,1,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.51,1562.65,No
C00286,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.93, ,No
C00287,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,82.05,426.56,Yes
C00288,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.78,1248.16,No
C00289,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,54.42,Yes
C00290,Female,0,No,No,12,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,201.08,No
C00291,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.58,512.2,Yes
C00292,Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.85,853.21,Yes
C00293,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,69.87,3399.27,No
C00294,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.98,452.23,No
C00295,Female,1,No,No,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,56.48,689.54,No
C00296,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,78.22,971.53,Yes
C00297,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.99,571.44,Yes
C00298,Female,1,Yes,No,36,Yes,Yes,Fiber optic,,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.67,2662.53,Yes
C00299,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.64,1172.88,No
C00300,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.41,697.92,No
C00301,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),54.42,941.68,No
C00302,Female,1,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.1,3684.89,No
C00303,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,83.98,2260.31,No
C00304,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.85,297.26,Yes
C00305,Male,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1206.4,No
C00306,Male,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),54.82,197.61,Yes
C00307,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,66.68,366.78,No
C00308,Male,0,Yes,No,38,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),40.49,1572.33,No
C00309,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.74,197.99,Yes
C00310,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),72.75,3265.97,No
C00311,Male,0,Yes,No,39,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,71.23,2704.56,No
C00312,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.74,64.46,Yes
C00313,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.01, ,Yes
C00314,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,73.25,1376.59,Yes
C00315,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,62.03,2380.29,No
C00316,Male,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,93.25,5934.81,No
C00317,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),86.73,3346.28,Yes
C00318,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.14,1472.16,No
C00319,Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),73.75, ,Yes
C00320,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.76,841.78,No
C00321,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.2,142.55,Yes
C00322,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),70.63,3930.38,No
C00323,Female,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.38,1410.94,No
C00324,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.38,386.62,Yes
C00325,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,59.2,892.02,No
C00326,Female,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,85.13,82.9,Yes
C00327,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,75.15,489.87,Yes
C00328,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,69.29,3096.8,No
C00329,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.31,1138.7,No
C00330,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,673.39,No
C00331,Male,1,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,74.19,3237.43,No
